Pensford,Pensford,AVN,EG
Pill,Pill,AVN,EG
Pilning,Pilning,AVN,EG
Portbury,Portbury,AVN,EG
Portishead,Portishead,AVN,EG
Priston,Priston,AVN,EG
Publow,Publow,AVN,EG
Puxton,Puxton,AVN,EG
Radstock,Radstock,AVN,EG
Rangeworthy,Rangeworthy,AVN,EG
Redhill,Redhill,AVN,EG
Redwick,Redwick,AVN,EG
Saltford,Saltford,AVN,EG
Sandford,Sandford,AVN,EG
SeaMills,SeaMills,AVN,EG
Sheperdine,Sheperdine,AVN,EG
Shirehampton,Shirehampton,AVN,EG
Sidcot,Sidcot,AVN,EG
Siston,Siston,AVN,EG
SouthWidcombe,SouthWidcombe,AVN,EG
StapleHill,StapleHill,AVN,EG
Stapleton,Stapleton,AVN,EG
StokeGifford,StokeGifford,AVN,EG
Stowey,Stowey,AVN,EG
Swainswick,Swainswick,AVN,EG
Thornbury,Thornbury,AVN,EG
Timsbury,Timsbury,AVN,EG
Tormarton,Tormarton,AVN,EG
Tortworth,Tortworth,AVN,EG
Twerton,Twerton,AVN,EG
Tytherington,Tytherington,AVN,EG
Ubley,Ubley,AVN,EG
Uphill,Uphill,AVN,EG
WaltonDown,WaltonDown,AVN,EG
WaltoninGordano,WaltoninGordano,AVN,EG
Warmley,Warmley,AVN,EG
Wellow,Wellow,AVN,EG
Westerleigh,Westerleigh,AVN,EG
WestHarptree,WestHarptree,AVN,EG
Weston,Weston,AVN,EG
Weston-Super-Mare,Weston-Super-Mare,AVN,EG
WestonDown,WestonDown,AVN,EG
WestoninGordano,WestoninGordano,AVN,EG
Whitchurch,Whitchurch,AVN,EG
Wick,Wick,AVN,EG
WickSaintLawrence,WickSaintLawrence,AVN,EG
Wickwar,Wickwar,AVN,EG
Winford,Winford,AVN,EG
Worle,Worle,AVN,EG
Wraxall,Wraxall,AVN,EG
Wrington,Wrington,AVN,EG
Yate,Yate,AVN,EG
Yatton,Yatton,AVN,EG

Ampthill,Ampthill,BED,EG
Arlesey,Arlesey,BED,EG
AspleyGuise,AspleyGuise,BED,EG
Astwick,Astwick,BED,EG
Barton,Barton,BED,EG
BartonintheClay,BartonintheClay,BED,EG
Battlesden,Battlesden,BED,EG
Bedford,Bedford,BED,EG
Biddenham,Biddenham,BED,EG
Biggleswade,Biggleswade,BED,EG
Billington,Billington,BED,EG
Bletsoe,Bletsoe,BED,EG
Blunham,Blunham,BED,EG
Bolnhurst,Bolnhurst,BED,EG
Bromham,Bromham,BED,EG
Caddington,Caddington,BED,EG
Cardington,Cardington,BED,EG
Carlton,Carlton,BED,EG
Chellington,Chellington,BED,EG
ChilternGreen,ChilternGreen,BED,EG
Clapham,Clapham,BED,EG
Clifton,Clifton,BED,EG
Clophill,Clophill,BED,EG
CockayneHatley,CockayneHatley,BED,EG
Colmworth,Colmworth,BED,EG
Cople,Cople,BED,EG
Cranfield,Cranfield,BED,EG
Dean,Dean,BED,EG
Dunstable,Dunstable,BED,EG
EatonBray,EatonBray,BED,EG
Edworth,Edworth,BED,EG
Elstow,Elstow,BED,EG
Eversholt,Eversholt,BED,EG
Everton,Everton,BED,EG
Farndish,Farndish,BED,EG
Flitton,Flitton,BED,EG
Flitwick,Flitwick,BED,EG
Gravenhurst,Gravenhurst,BED,EG
GreatBarford,GreatBarford,BED,EG
Harlington,Harlington,BED,EG
Harrold,Harrold,BED,EG
Harrowden,Harrowden,BED,EG
Hatley,Hatley,BED,EG
Haynes,Haynes,BED,EG
HeathandReach,HeathandReach,BED,EG
Henlow,Henlow,BED,EG
Hockliffe,Hockliffe,BED,EG
HoughtonConquest,HoughtonConquest,BED,EG
HoughtonRegis,HoughtonRegis,BED,EG
Kempston,Kempston,BED,EG
Kensworth,Kensworth,BED,EG
Keysoe,Keysoe,BED,EG
Knotting,Knotting,BED,EG
Langford,Langford,BED,EG
Leagrave,Leagrave,BED,EG
LeightonBuzzard,LeightonBuzzard,BED,EG
Lewsey,Lewsey,BED,EG
Lidlington,Lidlington,BED,EG
Linslade,Linslade,BED,EG
LittleBarford,LittleBarford,BED,EG
LittleStaughton,LittleStaughton,BED,EG
LowerShelton,LowerShelton,BED,EG
Luton,Luton,BED,EG
MarstonMoretaine,MarstonMoretaine,BED,EG
Maulden,Maulden,BED,EG
Melchbourne,Melchbourne,BED,EG
Meppershall,Meppershall,BED,EG
Millbrook,Millbrook,BED,EG
MiltonBryant,MiltonBryant,BED,EG
MiltonErnest,MiltonErnest,BED,EG
Northill,Northill,BED,EG
Oakley,Oakley,BED,EG
Odell,Odell,BED,EG
OldWarden,OldWarden,BED,EG
Pavenham,Pavenham,BED,EG
Pertenhall,Pertenhall,BED,EG
Podington,Podington,BED,EG
Potsgrove,Potsgrove,BED,EG
Potton,Potton,BED,EG
Puddington,Puddington,BED,EG
Pulloxhill,Pulloxhill,BED,EG
Ridgmont,Ridgmont,BED,EG
Riseley,Riseley,BED,EG
Roxton,Roxton,BED,EG
Sainford,Sainford,BED,EG
Salford,Salford,BED,EG
Sandy,Sandy,BED,EG
Sharnbrook,Sharnbrook,BED,EG
Shefford,Shefford,BED,EG
Shelton,Shelton,BED,EG
Shillington,Shillington,BED,EG
Silsoe,Silsoe,BED,EG
Souldrop,Souldrop,BED,EG
Southill,Southill,BED,EG
Stagsden,Stagsden,BED,EG
Stanbridge,Stanbridge,BED,EG
Steppingley,Steppingley,BED,EG
Stevington,Stevington,BED,EG
Stondon,Stondon,BED,EG
Stopsley,Stopsley,BED,EG
Stotfold,Stotfold,BED,EG
Streatley,Streatley,BED,EG
Studham,Studham,BED,EG
Sundon,Sundon,BED,EG
Sutton,Sutton,BED,EG
Swineshead,Swineshead,BED,EG
Tebworth,Tebworth,BED,EG
Tempsford,Tempsford,BED,EG
Thurleigh,Thurleigh,BED,EG
Tilbrook,Tilbrook,BED,EG
Toddington,Toddington,BED,EG
Totternhoe,Totternhoe,BED,EG
Turvey,Turvey,BED,EG
UpperDean,UpperDean,BED,EG
UpperSundon,UpperSundon,BED,EG
Warden,Warden,BED,EG
Westoning,Westoning,BED,EG
Whipsnade,Whipsnade,BED,EG
Wilden,Wilden,BED,EG
Wilhamstead,Wilhamstead,BED,EG
Willington,Willington,BED,EG
Willshamstead,Willshamstead,BED,EG
Wilshamstead,Wilshamstead,BED,EG
Wilstead,Wilstead,BED,EG
Woburn,Woburn,BED,EG
Wootton,Wootton,BED,EG
Wrestlingworth,Wrestlingworth,BED,EG
Wymington,Wymington,BED,EG
Yelden,Yelden,BED,EG

Aberfield,Aberfield,BER,EG
Aldermaston,Aldermaston,BER,EG
Aldworth,Aldworth,BER,EG
Arborfield,Arborfield,BER,EG
Ascot,Ascot,BER,EG
Astley,Astley,BER,EG
Avington,Avington,BER,EG
Barkham,Barkham,BER,EG
Basildon,Basildon,BER,EG
Beedon,Beedon,BER,EG
BeedonHill,BeedonHill,BER,EG
Beenham,Beenham,BER,EG
Binfield,Binfield,BER,EG
Bisham,Bisham,BER,EG
Boxford,Boxford,BER,EG
Bracknell,Bracknell,BER,EG
Bradfield,Bradfield,BER,EG
Bray,Bray,BER,EG
BrayCourt,BrayCourt,BER,EG
Brightwalton,Brightwalton,BER,EG
Brimpton,Brimpton,BER,EG
Bucklebury,Bucklebury,BER,EG
Burghfield,Burghfield,BER,EG
Canvey,Canvey,BER,EG
Canvey-on-Sea,Canvey-on-Sea,BER,EG
Caversham,Caversham,BER,EG
Chieveley,Chieveley,BER,EG
Cliveden,Cliveden,BER,EG
ColdAsh,ColdAsh,BER,EG
Combe,Combe,BER,EG
Compton,Compton,BER,EG
Cookham,Cookham,BER,EG
Crowthorne,Crowthorne,BER,EG
Datchet,Datchet,BER,EG
Earley,Earley,BER,EG
Eastbury,Eastbury,BER,EG
EastGarston,EastGarston,BER,EG
Easthampstead,Easthampstead,BER,EG
EastIlsley,EastIlsley,BER,EG
EastShefford,EastShefford,BER,EG
Enborne,Enborne,BER,EG
Englefield,Englefield,BER,EG
Eton,Eton,BER,EG
Farnborough,Farnborough,BER,EG
Fawley,Fawley,BER,EG
Finchampstead,Finchampstead,BER,EG
Frilsham,Frilsham,BER,EG
GreatShefford,GreatShefford,BER,EG
HampsteadNorris,HampsteadNorris,BER,EG
Hartshill,Hartshill,BER,EG
Hermitage,Hermitage,BER,EG
Horton,Horton,BER,EG
Hungerford,Hungerford,BER,EG
HungerfordNewton,HungerfordNewton,BER,EG
Hurley,Hurley,BER,EG
Hurst,Hurst,BER,EG
Inkpen,Inkpen,BER,EG
Kintbury,Kintbury,BER,EG
Lambourn,Lambourn,BER,EG
LangleyMarish,LangleyMarish,BER,EG
LittleFawley,LittleFawley,BER,EG
LittleShefford,LittleShefford,BER,EG
Maidenhead,Maidenhead,BER,EG
Midgham,Midgham,BER,EG
Mortimer,Mortimer,BER,EG
MortimerCommon,MortimerCommon,BER,EG
Newbury,Newbury,BER,EG
NewWindsor,NewWindsor,BER,EG
OldWindsor,OldWindsor,BER,EG
Pangbourne,Pangbourne,BER,EG
Peasemore,Peasemore,BER,EG
Reading,Reading,BER,EG
Remenham,Remenham,BER,EG
Sandhurst,Sandhurst,BER,EG
Shaw,Shaw,BER,EG
Shefford,Shefford,BER,EG
Shinfield,Shinfield,BER,EG
Slough,Slough,BER,EG
Slough,Slough,BER,EG
Sonning,Sonning,BER,EG
SouthFawley,SouthFawley,BER,EG
Speen,Speen,BER,EG
Stockcross,Stockcross,BER,EG
StratfieldMortimer,StratfieldMortimer,BER,EG
Streatley,Streatley,BER,EG
Sulhampstead,Sulhampstead,BER,EG
SulhampsteadAbbots,SulhampsteadAbbots,BER,EG
Sunningdale,Sunningdale,BER,EG
Sunninghill,Sunninghill,BER,EG
Swallowfield,Swallowfield,BER,EG
Thatcham,Thatcham,BER,EG
Theale,Theale,BER,EG
Tidmarsh,Tidmarsh,BER,EG
Tilehurst,Tilehurst,BER,EG
Twyford,Twyford,BER,EG
Wagrave,Wagrave,BER,EG
WalthamSaintLawrence,WalthamSaintLawrence,BER,EG
Warfield,Warfield,BER,EG
Wargrave,Wargrave,BER,EG
Wasing,Wasing,BER,EG
Welford,Welford,BER,EG
WestShefford,WestShefford,BER,EG
WestWoodhay,WestWoodhay,BER,EG
WhiteWaltham,WhiteWaltham,BER,EG
Wickham,Wickham,BER,EG
Windsor,Windsor,BER,EG
Winkfield,Winkfield,BER,EG
Winnersh,Winnersh,BER,EG
Winterbourn,Winterbourn,BER,EG
Winterbourne,Winterbourne,BER,EG
Wokingham,Wokingham,BER,EG
Woodley,Woodley,BER,EG
Wraysbury,Wraysbury,BER,EG
Wyrardisbury,Wyrardisbury,BER,EG

AbbeySaintBathans,AbbeySaintBathans,BOR,SL
Abbotsford,Abbotsford,BOR,SL
Allanton,Allanton,BOR,SL
Ancrum,Ancrum,BOR,SL
Ashiesteel,Ashiesteel,BOR,SL
Ashkirk,Ashkirk,BOR,SL
Ayton,Ayton,BOR,SL
Bassendean,Bassendean,BOR,SL
Bedrule,Bedrule,BOR,SL
Birgham,Birgham,BOR,SL
Blainslie,Blainslie,BOR,SL
BonchesterBridge,BonchesterBridge,BOR,SL
Bowden,Bowden,BOR,SL
Bowhill,Bowhill,BOR,SL
BrieryYards,BrieryYards,BOR,SL
Broadmeadows,Broadmeadows,BOR,SL
Broughton,Broughton,BOR,SL
Buccleuch,Buccleuch,BOR,SL
Burnmouth,Burnmouth,BOR,SL
Byrecleuck,Byrecleuck,BOR,SL
Byrecleugh,Byrecleugh,BOR,SL
CardronaMains,CardronaMains,BOR,SL
Carham,Carham,BOR,SL
Carlops,Carlops,BOR,SL
Castleton,Castleton,BOR,SL
Chapelhope,Chapelhope,BOR,SL
Chesters,Chesters,BOR,SL
Chirnside,Chirnside,BOR,SL
Clovenfords,Clovenfords,BOR,SL
Cockburnspath,Cockburnspath,BOR,SL
Cocklawfoot,Cocklawfoot,BOR,SL
Coldingham,Coldingham,BOR,SL
Coldstream,Coldstream,BOR,SL
Crailing,Crailing,BOR,SL
Cranshaws,Cranshaws,BOR,SL
Crookston,Crookston,BOR,SL
Darnick,Darnick,BOR,SL
Denholm,Denholm,BOR,SL
Drumelzier,Drumelzier,BOR,SL
Drummelzier,Drummelzier,BOR,SL
Dunglass,Dunglass,BOR,SL
Duns,Duns,BOR,SL
Earlston,Earlston,BOR,SL
EastGordon,EastGordon,BOR,SL
Eccles,Eccles,BOR,SL
Eckford,Eckford,BOR,SL
Eddleston,Eddleston,BOR,SL
Ednam,Ednam,BOR,SL
Edrom,Edrom,BOR,SL
Ellem,Ellem,BOR,SL
Ellemford,Ellemford,BOR,SL
EttrickBridge,EttrickBridge,BOR,SL
EttrickbridgeEnd,EttrickbridgeEnd,BOR,SL
Eyemouth,Eyemouth,BOR,SL
Fogo,Fogo,BOR,SL
Foulden,Foulden,BOR,SL
Foulshiels,Foulshiels,BOR,SL
Fountainhall,Fountainhall,BOR,SL
Fowlshiels,Fowlshiels,BOR,SL
Frogden,Frogden,BOR,SL
Gafashiels,Gafashiels,BOR,SL
Galashiels,Galashiels,BOR,SL
Gattonside,Gattonside,BOR,SL
Glenbreck,Glenbreck,BOR,SL
Gordon,Gordon,BOR,SL
Grantshouse,Grantshouse,BOR,SL
Greenlaw,Greenlaw,BOR,SL
Harrietfield,Harrietfield,BOR,SL
Harrietsfield,Harrietsfield,BOR,SL
Hawick,Hawick,BOR,SL
Heriot,Heriot,BOR,SL
Hobkirk,Hobkirk,BOR,SL
Horndean,Horndean,BOR,SL
Hounam,Hounam,BOR,SL
Houndwood,Houndwood,BOR,SL
Hownam,Hownam,BOR,SL
Hume,Hume,BOR,SL
Hutton,Hutton,BOR,SL
Innerleithen,Innerleithen,BOR,SL
Jedburg,Jedburg,BOR,SL
Jedburgh,Jedburgh,BOR,SL
Kelso,Kelso,BOR,SL
Kirkhope,Kirkhope,BOR,SL
Kirkton,Kirkton,BOR,SL
KirktonManor,KirktonManor,BOR,SL
KirkYetholm,KirkYetholm,BOR,SL
Ladykirk,Ladykirk,BOR,SL
Lanton,Lanton,BOR,SL
Lauder,Lauder,BOR,SL
Legerwood,Legerwood,BOR,SL
Leitholm,Leitholm,BOR,SL
Lilliesleaf,Lilliesleaf,BOR,SL
Lindean,Lindean,BOR,SL
Lintalee,Lintalee,BOR,SL
Linton,Linton,BOR,SL
Longformacus,Longformacus,BOR,SL
Longnewton,Longnewton,BOR,SL
Maxton,Maxton,BOR,SL
Melrose,Melrose,BOR,SL
Midlem,Midlem,BOR,SL
Minto,Minto,BOR,SL
Monynut,Monynut,BOR,SL
Mordington,Mordington,BOR,SL
MordingtonMains,MordingtonMains,BOR,SL
Morebattle,Morebattle,BOR,SL
Nenthorn,Nenthorn,BOR,SL
NetherMonynut,NetherMonynut,BOR,SL
Newcastleton,Newcastleton,BOR,SL
NewChannelkirk,NewChannelkirk,BOR,SL
NewtownSaintBoswells,NewtownSaintBoswells,BOR,SL
NineMileBurn,NineMileBurn,BOR,SL
Nisbet,Nisbet,BOR,SL
Oxnam,Oxnam,BOR,SL
Oxton,Oxton,BOR,SL
Paxton,Paxton,BOR,SL
Peebles,Peebles,BOR,SL
Polmood,Polmood,BOR,SL
Polwarth,Polwarth,BOR,SL
Priesthaugh,Priesthaugh,BOR,SL
Renton,Renton,BOR,SL
RentonBarns,RentonBarns,BOR,SL
Reston,Reston,BOR,SL
Roberton,Roberton,BOR,SL
Romannobridge,Romannobridge,BOR,SL
Roxburgh,Roxburgh,BOR,SL
SaintAbbs,SaintAbbs,BOR,SL
SaintAgnes,SaintAgnes,BOR,SL
SaintBoswells,SaintBoswells,BOR,SL
Saughtree,Saughtree,BOR,SL
Selkirk,Selkirk,BOR,SL
Skirling,Skirling,BOR,SL
Smailholm,Smailholm,BOR,SL
Southdean,Southdean,BOR,SL
Sprouston,Sprouston,BOR,SL
Stichill,Stichill,BOR,SL
Stobo,Stobo,BOR,SL
Stow,Stow,BOR,SL
Swinton,Swinton,BOR,SL
Teviothead,Teviothead,BOR,SL
Torwoodlee,Torwoodlee,BOR,SL
TownYetholm,TownYetholm,BOR,SL
Traquair,Traquair,BOR,SL
Tweedsmuir,Tweedsmuir,BOR,SL
Walkerburn,Walkerburn,BOR,SL
Wedderlie,Wedderlie,BOR,SL
WestGordon,WestGordon,BOR,SL
WestLinton,WestLinton,BOR,SL
Westruther,Westruther,BOR,SL
Whitsome,Whitsome,BOR,SL
Whitton,Whitton,BOR,SL
Wilton,Wilton,BOR,SL
Wolfelee,Wolfelee,BOR,SL
Wolflee,Wolflee,BOR,SL
Yarrow,Yarrow,BOR,SL
Yetholm,Yetholm,BOR,SL

Addington,Addington,BUC,EG
Adstock,Adstock,BUC,EG
Akeley,Akeley,BUC,EG
Amersham,Amersham,BUC,EG
Ashendon,Ashendon,BUC,EG
AstonClinton,AstonClinton,BUC,EG
Astwood,Astwood,BUC,EG
Aylesbury,Aylesbury,BUC,EG
Beachampton,Beachampton,BUC,EG
Beaconsfield,Beaconsfield,BUC,EG
Biddlesdon,Biddlesdon,BUC,EG
Bierton,Bierton,BUC,EG
Bledlow,Bledlow,BUC,EG
Bletchley,Bletchley,BUC,EG
Boarstall,Boarstall,BUC,EG
BotolphClaydon,BotolphClaydon,BUC,EG
BourneEnd,BourneEnd,BUC,EG
BowBrickhill,BowBrickhill,BUC,EG
Bradenham,Bradenham,BUC,EG
Bradwell,Bradwell,BUC,EG
Brill,Brill,BUC,EG
Broughton,Broughton,BUC,EG
Buckingham,Buckingham,BUC,EG
Buckland,Buckland,BUC,EG
Burnham,Burnham,BUC,EG
Calverton,Calverton,BUC,EG
Castlethorpe,Castlethorpe,BUC,EG
ChalfontSaintGiles,ChalfontSaintGiles,BUC,EG
ChalfontSaintPeter,ChalfontSaintPeter,BUC,EG
Chearsley,Chearsley,BUC,EG
Cheddington,Cheddington,BUC,EG
Chenies,Chenies,BUC,EG
Chepping,Chepping,BUC,EG
Chesham,Chesham,BUC,EG
Chetwode,Chetwode,BUC,EG
Chicheley,Chicheley,BUC,EG
Chilton,Chilton,BUC,EG
Cholesbury,Cholesbury,BUC,EG
Chorleywood,Chorleywood,BUC,EG
ChorleywoodWest,ChorleywoodWest,BUC,EG
ColdBrayfield,ColdBrayfield,BUC,EG
Colnbrook,Colnbrook,BUC,EG
Cublington,Cublington,BUC,EG
Cuddington,Cuddington,BUC,EG
Denham,Denham,BUC,EG
Dinton,Dinton,BUC,EG
Dorney,Dorney,BUC,EG
Dorton,Dorton,BUC,EG
EastClaydon,EastClaydon,BUC,EG
Edgcott,Edgcott,BUC,EG
Edlesborough,Edlesborough,BUC,EG
Ellesborough,Ellesborough,BUC,EG
Emberton,Emberton,BUC,EG
FarnhamRoyal,FarnhamRoyal,BUC,EG
Fawley,Fawley,BUC,EG
FennyStratford,FennyStratford,BUC,EG
Filgrave,Filgrave,BUC,EG
Fingest,Fingest,BUC,EG
Fulmer,Fulmer,BUC,EG
Gawcott,Gawcott,BUC,EG
Gayhurst,Gayhurst,BUC,EG
Grandborough,Grandborough,BUC,EG
GreatBrickhill,GreatBrickhill,BUC,EG
GreatHampden,GreatHampden,BUC,EG
GreatHorwood,GreatHorwood,BUC,EG
GreatKimble,GreatKimble,BUC,EG
GreatLinford,GreatLinford,BUC,EG
GreatMarlow,GreatMarlow,BUC,EG
GreatMissenden,GreatMissenden,BUC,EG
GrendonUnderwood,GrendonUnderwood,BUC,EG
Haddenham,Haddenham,BUC,EG
Halton,Halton,BUC,EG
Hambleden,Hambleden,BUC,EG
Hampden,Hampden,BUC,EG
HampdenRow,HampdenRow,BUC,EG
Hanslope,Hanslope,BUC,EG
Hardwick,Hardwick,BUC,EG
Haversham,Haversham,BUC,EG
Hawridge,Hawridge,BUC,EG
Hedgerley,Hedgerley,BUC,EG
Hedsor,Hedsor,BUC,EG
HighWycombe,HighWycombe,BUC,EG
Hoggeston,Hoggeston,BUC,EG
Hughenden,Hughenden,BUC,EG
Hulcott,Hulcott,BUC,EG
Ibstone,Ibstone,BUC,EG
Iver,Iver,BUC,EG
Ivinghoe,Ivinghoe,BUC,EG
Jordans,Jordans,BUC,EG
Kimble,Kimble,BUC,EG
Kingsey,Kingsey,BUC,EG
Lathbury,Lathbury,BUC,EG
Latimer,Latimer,BUC,EG
Lavendon,Lavendon,BUC,EG
Leckhampstead,Leckhampstead,BUC,EG
Lee,Lee,BUC,EG
Lillingstone,Lillingstone,BUC,EG
LillingstoneDayrell,LillingstoneDayrell,BUC,EG
LittleBrickhill,LittleBrickhill,BUC,EG
LittleHampden,LittleHampden,BUC,EG
LittleHorwood,LittleHorwood,BUC,EG
LittleKimble,LittleKimble,BUC,EG
LittleLinford,LittleLinford,BUC,EG
LittleMarlow,LittleMarlow,BUC,EG
LittleMissenden,LittleMissenden,BUC,EG
LongCrendon,LongCrendon,BUC,EG
Longwick,Longwick,BUC,EG
Loudwater,Loudwater,BUC,EG
Loughton,Loughton,BUC,EG
LowerWinchendon,LowerWinchendon,BUC,EG
Ludgershall,Ludgershall,BUC,EG
Lugershall,Lugershall,BUC,EG
MaidsMoreton,MaidsMoreton,BUC,EG
Marlow,Marlow,BUC,EG
MarshGibbon,MarshGibbon,BUC,EG
Marsworth,Marsworth,BUC,EG
Medmenham,Medmenham,BUC,EG
Mentmore,Mentmore,BUC,EG
MiddleClaydon,MiddleClaydon,BUC,EG
MiltonKeynes,MiltonKeynes,BUC,EG
MonksRisborough,MonksRisborough,BUC,EG
Moulsoe,Moulsoe,BUC,EG
Mursley,Mursley,BUC,EG
Nash,Nash,BUC,EG
NewportPagnell,NewportPagnell,BUC,EG
NewtonLongville,NewtonLongville,BUC,EG
NorthCrawley,NorthCrawley,BUC,EG
NorthMarston,NorthMarston,BUC,EG
Oakley,Oakley,BUC,EG
Olney,Olney,BUC,EG
Oving,Oving,BUC,EG
Padbury,Padbury,BUC,EG
Penn,Penn,BUC,EG
Pitstone,Pitstone,BUC,EG
Poundon,Poundon,BUC,EG
PrestonBisset,PrestonBisset,BUC,EG
PrincesRisborough,PrincesRisborough,BUC,EG
Quainton,Quainton,BUC,EG
Radnage,Radnage,BUC,EG
Ravenstone,Ravenstone,BUC,EG
Sands,Sands,BUC,EG
Saunderton,Saunderton,BUC,EG
Shabbington,Shabbington,BUC,EG
Shalstone,Shalstone,BUC,EG
Shenley,Shenley,BUC,EG
ShenleyBrookEnd,ShenleyBrookEnd,BUC,EG
ShenleyChurchEnd,ShenleyChurchEnd,BUC,EG
Sherington,Sherington,BUC,EG
Simpson,Simpson,BUC,EG
Slapton,Slapton,BUC,EG
Soulbury,Soulbury,BUC,EG
SteepleClaydon,SteepleClaydon,BUC,EG
Stewkley,Stewkley,BUC,EG
StokeGoldington,StokeGoldington,BUC,EG
StokeHammond,StokeHammond,BUC,EG
StokeMandeville,StokeMandeville,BUC,EG
Stokenchurch,Stokenchurch,BUC,EG
StokePoges,StokePoges,BUC,EG
Stone,Stone,BUC,EG
StonyStratford,StonyStratford,BUC,EG
Swanbourne,Swanbourne,BUC,EG
Taplow,Taplow,BUC,EG
Thornborough,Thornborough,BUC,EG
Thornton,Thornton,BUC,EG
Tingewick,Tingewick,BUC,EG
Turville,Turville,BUC,EG
Tyringham,Tyringham,BUC,EG
UpperWinchendon,UpperWinchendon,BUC,EG
Waddesdon,Waddesdon,BUC,EG
Warrington,Warrington,BUC,EG
Wavendon,Wavendon,BUC,EG
Weedon,Weedon,BUC,EG
Wendover,Wendover,BUC,EG
Westbury,Westbury,BUC,EG
Westcott,Westcott,BUC,EG
WestonTurville,WestonTurville,BUC,EG
WestonUnderwood,WestonUnderwood,BUC,EG
WestWycombe,WestWycombe,BUC,EG
Whaddon,Whaddon,BUC,EG
Whitchurch,Whitchurch,BUC,EG
Whitechurch,Whitechurch,BUC,EG
Willen,Willen,BUC,EG
Wing,Wing,BUC,EG
Wingrave,Wingrave,BUC,EG
Winslow,Winslow,BUC,EG
WoburnSands,WoburnSands,BUC,EG
Wolverton,Wolverton,BUC,EG
Wolverton-StonyStratford,Wolverton-StonyStratford,BUC,EG
Wooburn,Wooburn,BUC,EG
Woolstone,Woolstone,BUC,EG
Worminghall,Worminghall,BUC,EG
